userId,title,rating,genres
user_001,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_005,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_007,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_015,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
user_017,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_018,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
user_019,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_021,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
user_027,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_031,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_032,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_033,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_040,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_043,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_044,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_045,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_046,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_050,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_054,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_057,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_063,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_064,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_066,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_068,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
user_071,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_073,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_076,Toy Story (1995),0.5,Adventure|Animation|Children|Comedy|Fantasy
user_078,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_082,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
user_086,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_089,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_090,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_091,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_093,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_096,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_098,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_103,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_107,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_112,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_119,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
user_121,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_124,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_130,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_132,Toy Story (1995),2.0,Adventure|Animation|Children|Comedy|Fantasy
user_134,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_135,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_137,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_140,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_141,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_144,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
user_145,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_151,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_153,Toy Story (1995),2.0,Adventure|Animation|Children|Comedy|Fantasy
user_155,Toy Story (1995),3.0,Adventure|Animation|Children|Comedy|Fantasy
user_156,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_159,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_160,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_161,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
user_166,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_167,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
user_169,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
user_171,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
user_177,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
